-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
0.8721	-0.6825	-0.3738	0.315
-0.6669	0.105	0.9078	-0.3675
7.182	3.045	-4.8594	4.2
0.6669	-0.7875	-9.0246	1.68
-1.9494	1.05	-0.2136	-0.84
